O/C,H/C,N/C,Ash ,Temperature,Time,HR,char_db,char_C,char_HHV,char_N
0.762382,1.95283,0.119272,17,700,40,15,30.6,0.041769,0.697697,0.002754
0.514931,2.344444,0.139683,55.83,500,300,25,54.29,0.102717,3.686313,0.014767
0.514931,2.344444,0.139683,55.83,600,300,25,51.27,0.094491,3.340205,0.011484
0.514931,2.344444,0.139683,55.83,700,300,25,48.66,0.088172,3.04742,0.009148
0.175914,2.345523,0.167898,61.32,500,300,25,50.37,0.116657,4.137729,0.017982
0.175914,2.345523,0.167898,61.32,600,300,25,46.4,0.110061,3.798193,0.015266
0.175914,2.345523,0.167898,61.32,700,300,25,43.69,0.099788,3.503829,0.00983
0.392196,1.989418,0.13681,58.08,500,300,25,54.45,0.122022,4.206905,0.016335
0.392196,1.989418,0.13681,58.08,600,300,25,51.1,0.114822,3.996367,0.013644
0.392196,1.989418,0.13681,58.08,700,300,25,49.46,0.107378,3.73923,0.01187
0.126954,2.333206,0.187571,58.49,500,300,25,45.07,0.119841,4.447179,0.017803
0.126954,2.333206,0.187571,58.49,600,300,25,43.18,0.119522,4.259128,0.016236
0.126954,2.333206,0.187571,58.49,700,300,25,40.2,0.111917,3.953397,0.011738
0.646919,1.876777,0.081246,18.1,400,60,10,39,0.16302,4.782211,0.01248
0.646919,1.876777,0.081246,18.1,500,60,10,37,0.15466,4.660698,0.00962
0.646919,1.876777,0.081246,18.1,600,60,10,36,0.14796,4.378457,0.009
0.646919,1.876777,0.081246,18.1,700,60,10,34,0.14926,4.643271,0.0068
0.646919,1.876777,0.081246,18.1,800,60,10,34,0.14314,4.624911,0.00544
0.567927,1.805571,0.037684,28.53,300,120,10,58.07,0.297899,12.71671,0.009872
0.567927,1.805571,0.037684,28.53,400,120,10,44.89,0.232171,9.265233,0.007138
0.567927,1.805571,0.037684,28.53,500,120,10,39.84,0.209319,8.07901,0.005777
0.567927,1.805571,0.037684,28.53,700,120,10,37.12,0.196179,7.066126,0.003935
0.567927,1.805571,0.037684,28.53,400,30,10,46.39,0.243501,9.944689,0.00784
0.567927,1.805571,0.037684,28.53,400,60,10,43.66,0.213934,8.385436,0.006724
0.535254,1.416165,0.042194,14.8,350,120,2.5,46.7748,0.261003,9.775933,0.012161
0.535254,1.416165,0.042194,14.8,700,120,8.33,29.82,0.16899,5.656854,0.004503
0.540566,1.457048,0.045093,15.4,350,120,2.5,43.2306,0.230506,8.814719,0.015736
0.540566,1.457048,0.045093,15.4,700,120,8.33,27.2412,0.142771,4.693659,0.004631
0.619217,1.488968,0.074631,16.9,350,120,2.5,45.1233,0.230445,8.586964,0.02008
0.619217,1.488968,0.074631,16.9,700,120,8.33,30.4977,0.140015,4.498411,0.006313
0.412326,1.520877,0.074291,20.9,350,120,2.5,49.2793,0.253838,10.40779,0.017445
0.412326,1.520877,0.074291,20.9,700,120,8.33,28.7924,0.126859,4.339015,0.007515
0.560507,1.495179,0.072682,20.3,350,120,2.5,46.3057,0.228194,8.001625,0.018846
0.560507,1.495179,0.072682,20.3,700,120,8.33,31.8003,0.14237,4.595143,0.006169
